txn_date,txn_type,doc_num,created_by,customer_name,customer_category,ship_state,ship_zip,ship_method,ship_tier,fulfillment_loc,fulfillment_country,item_category,item_class,item_type,item_sku,item_rate,item_qty,memo_note,txn_amount,hstk_std_cost
2023-10-02,Credit Memo,DOC-001032,USER-14,CUSTOMER-017,15: Auto-Service Centers,AB,,,,CREP,Canada,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0863,1057.7,-1.0,,-1069.94,136.59
2022-03-14,Credit Memo,DOC-001033,USER-11,CUSTOMER-077,11: Auto-Mobile,,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Assembly/Bill of Materials,SKU-1069,97.6,-1.0,,-106.89,49.77
2025-01-15,Credit Memo,DOC-001034,USER-11,CUSTOMER-184,10: Auto-Wholesale,MI,,,,HREP,,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories",Assembly/Bill of Materials,SKU-0916,195.69,-1.0,,-149.45,146.59
2025-05-01,Credit Memo,DOC-001035,USER-02,CUSTOMER-184,10: Auto-Wholesale,KY,,,,HFLD,,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories",Assembly/Bill of Materials,SKU-0916,170.17,-1.0,,-152.37,119.37
2022-03-04,Credit Memo,DOC-001036,USER-11,CUSTOMER-212,10: Auto-Wholesale,TN,,LTL,Freight LTL,HFLD,,Automotive Parts,Service Equipment : PM Equipment,Assembly/Bill of Materials,SKU-0204,70.26,-1.0,,-63.99,21.32
2022-03-07,Credit Memo,DOC-001037,USER-11,CUSTOMER-257,15: Auto-Service Centers,,,,,HREP,,Automotive Parts,Service Equipment : PM Equipment,Assembly/Bill of Materials,SKU-0204,64.11,-1.0,,-75.72,28.05
2022-05-20,Credit Memo,DOC-001038,USER-14,CUSTOMER-060,10: Auto-Wholesale,ON,,Loomis,Domestic Standard Ground,CSTK,Canada,Automotive Parts,RRR : RRR Replacement Part,Assembly/Bill of Materials,SKU-0757,70.49,-4.0,,-281.11,18.3
2024-05-28,Credit Memo,DOC-001039,USER-14,CUSTOMER-160,10: Auto-Wholesale,AB,,,,CREP,Canada,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",Assembly/Bill of Materials,SKU-0964,22.47,-1.0,,-25.54,7.97
2022-09-23,Credit Memo,DOC-001040,USER-11,CUSTOMER-053,13: Auto-OEM,,,,,HREP,,Automotive Parts,Service Equipment : PM Equipment,Inventory Item,SKU-0614,21.3,-7.0,,-166.04,12.07
2022-10-04,Credit Memo,DOC-001041,USER-11,CUSTOMER-053,13: Auto-OEM,MN,,,,HREP,,Automotive Parts,Service Equipment : PM Equipment,Inventory Item,SKU-0614,21.05,-7.0,,-157.29,11.77
2022-10-04,Credit Memo,DOC-001042,USER-11,CUSTOMER-053,13: Auto-OEM,MN,,UPS Ground,Domestic Standard Ground,HREP,,Automotive Parts,Service Equipment : PM Equipment,Inventory Item,SKU-0614,25.2,-7.0,,-188.11,9.47
2022-10-13,Credit Memo,DOC-001043,USER-14,CUSTOMER-084,10: Auto-Wholesale,AB,,Purolator,Domestic Expedited Air,CSTK,Canada,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics : Adapters,Assembly/Bill of Materials,SKU-1066,28.76,-1.0,,-27.98,3.12
2024-12-10,Credit Memo,DOC-001044,USER-14,CUSTOMER-237,15: Auto-Service Centers,ON,,,,CSTK,Canada,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0869,438.38,-1.0,,-400.46,98.23
2024-03-15,Credit Memo,DOC-001045,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0822,26.25,-5.0,,-132.39,16.91
2025-01-15,Credit Memo,DOC-001046,USER-11,CUSTOMER-247,13: Auto-OEM,TX,,,,HREP,,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories : Gauges",Assembly/Bill of Materials,SKU-0979,8.23,-2.0,,-15.33,6.89
2024-04-02,Credit Memo,DOC-001047,USER-11,CUSTOMER-213,10: Auto-Wholesale,WI,,UPS Ground,Domestic Standard Ground,HFLD,,Automotive Parts,Service Equipment : PM Equipment,Inventory Item,SKU-0075,31.78,-2.0,,-62.34,11.64
2024-02-21,Credit Memo,DOC-001048,USER-11,CUSTOMER-081,00: Internal Sales Reps,NV,,,,HREP,,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories",Assembly/Bill of Materials,SKU-0918,185.37,-1.0,,-164.15,116.25
2022-10-13,Credit Memo,DOC-001049,USER-14,CUSTOMER-084,10: Auto-Wholesale,AB,,Purolator,Domestic Expedited Air,CSTK,Canada,Automotive Diagnostic Tools,Diagnostic Tools : Combustion Leak Tester,Assembly/Bill of Materials,SKU-0319,29.44,-1.0,,-27.43,3.13
2022-08-16,Credit Memo,DOC-001050,USER-11,CUSTOMER-056,10: Auto-Wholesale,AZ,,,,HREP,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0866,80.83,-1.0,,-82.43,33.92
2022-08-16,Credit Memo,DOC-001051,USER-11,CUSTOMER-056,10: Auto-Wholesale,AZ,,,,HREP,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0866,91.89,-1.0,,-76.08,31.26
2023-06-01,Credit Memo,DOC-001052,USER-11,CUSTOMER-126,15: Auto-Service Centers,,,,,HREP,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0983,274.72,-1.0,,-287.28,213.66
2024-05-10,Credit Memo,DOC-001053,USER-11,CUSTOMER-228,10: Auto-Wholesale,ME,,Fedex (Customer's Account),,HFLD,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0983,288.24,-1.0,,-300.62,175.15
2024-08-26,Credit Memo,DOC-001054,USER-11,CUSTOMER-208,15: Auto-Service Centers,CA,,,,HREP,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0983,275.58,-1.0,,-354.74,169.18
2025-01-10,Credit Memo,DOC-001055,USER-11,CUSTOMER-296,10: Auto-Wholesale,SC,,,,HREP,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0983,289.02,-1.0,,-299.17,207.94
2025-05-20,Credit Memo,DOC-001056,USER-02,CUSTOMER-224,13: Auto-OEM,TN,,,,HFLD,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0983,325.29,-1.0,,-271.0,225.41
2025-04-02,Credit Memo,DOC-001057,USER-14,CUSTOMER-202,10: Auto-Wholesale,BC,,,,CREP,Canada,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0388,128.28,-1.0,,-117.0,29.25
2023-10-27,Credit Memo,DOC-001058,USER-11,CUSTOMER-072,15: Auto-Service Centers,FL,,,,HREP,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0851,5.97,-5.0,,-36.87,12.37
2022-03-10,Credit Memo,DOC-001059,USER-11,CUSTOMER-301,11: Auto-Mobile,IL,,UPS Ground,Domestic Standard Ground,HFLD,,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Assembly/Bill of Materials,SKU-1069,90.91,-1.0,,-97.5,55.65
2024-06-19,Credit Memo,DOC-001060,USER-11,CUSTOMER-249,10: Auto-Wholesale,,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Combustion Leak Tester,Assembly/Bill of Materials,SKU-0214,62.25,-1.0,,-64.62,25.25
2022-05-26,Credit Memo,DOC-001061,USER-11,CUSTOMER-120,15: Auto-Service Centers,,,,,HREP,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0983,340.87,-1.0,,-338.64,196.87
2022-09-19,Credit Memo,DOC-001062,USER-11,CUSTOMER-130,15: Auto-Service Centers,CA,,,,HSTK,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0983,310.0,-1.0,,-312.38,183.26
2022-09-19,Credit Memo,DOC-001063,USER-11,CUSTOMER-140,15: Auto-Service Centers,NE,,,,HREP,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0983,278.04,-1.0,,-344.65,207.67
2023-06-26,Credit Memo,DOC-001064,USER-11,CUSTOMER-021,10: Auto-Wholesale,NY,,UPS Ground,Domestic Standard Ground,HFLD,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0983,311.39,-1.0,,-258.07,183.79
2022-05-04,Credit Memo,DOC-001065,USER-14,CUSTOMER-235,10: Auto-Wholesale,ON,,,,CREP,Canada,Automotive Diagnostic Tools,Other,Inventory Item,SKU-0113,23.92,-1.0,,-27.82,3.72
2022-08-31,Credit Memo,DOC-001066,USER-14,CUSTOMER-060,10: Auto-Wholesale,AB,,Carrier TBD,,CSTK,Canada,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0388,127.47,-1.0,,-123.49,30.31
2022-05-04,Credit Memo,DOC-001067,USER-14,CUSTOMER-061,10: Auto-Wholesale,ON,,,,CREP,Canada,Automotive Parts,RRR,Assembly/Bill of Materials,SKU-0829,179.75,-1.0,,-208.5,114.52
2024-08-13,Credit Memo,DOC-001068,USER-11,CUSTOMER-286,10: Auto-Wholesale,IL,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0393,46.56,-1.0,,-43.82,15.46
2023-10-12,Credit Memo,DOC-001069,USER-11,CUSTOMER-283,13: Auto-OEM,MI,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0352,70.28,-4.0,,-356.36,25.28
2022-10-13,Credit Memo,DOC-001070,USER-14,CUSTOMER-084,10: Auto-Wholesale,AB,,Purolator,Domestic Expedited Air,CSTK,Canada,Automotive Parts,Service Equipment : PM Equipment,Assembly/Bill of Materials,SKU-0096,21.74,-1.0,,-20.36,6.1
2022-11-18,Credit Memo,DOC-001071,USER-11,CUSTOMER-295,15: Auto-Service Centers,,,,,HREP,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0819,22.09,-1.0,,-20.47,9.99
2022-10-21,Credit Memo,DOC-001072,USER-14,CUSTOMER-149,10: Auto-Wholesale,ON,,,,CREP,Canada,HVAC Diagnostic Tools,Instruments : Measurement & Test,Assembly/Bill of Materials,SKU-0951,257.51,-1.0,,-238.7,131.51
2023-10-18,Credit Memo,DOC-001073,USER-11,CUSTOMER-174,10: Auto-Wholesale,CA,,,,HREP,,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories",Assembly/Bill of Materials,SKU-0916,146.17,-1.0,,-152.96,146.99
2024-02-21,Credit Memo,DOC-001074,USER-11,CUSTOMER-081,00: Internal Sales Reps,NV,,,,HREP,,HVAC Diagnostic Tools,Instruments : Measurement & Test,Assembly/Bill of Materials,SKU-0951,279.16,-1.0,,-259.87,150.3
2023-11-14,Credit Memo,DOC-001075,USER-11,CUSTOMER-081,00: Internal Sales Reps,NC,,UPS Ground,Domestic Standard Ground,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics : Adapters,Assembly/Bill of Materials,SKU-1068,74.13,-1.0,,-63.94,19.34
2024-02-21,Credit Memo,DOC-001076,USER-11,CUSTOMER-081,00: Internal Sales Reps,NV,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics : Adapters,Assembly/Bill of Materials,SKU-1068,63.44,-1.0,,-61.31,16.28
2023-10-20,Credit Memo,DOC-001077,USER-11,CUSTOMER-184,10: Auto-Wholesale,,,,,HREP,,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories",Assembly/Bill of Materials,SKU-0916,146.99,-1.0,,-137.29,126.3
2024-02-01,Credit Memo,DOC-001078,USER-11,CUSTOMER-123,10: Auto-Wholesale,,,,,HREP,,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories",Assembly/Bill of Materials,SKU-0916,144.61,-1.0,,-152.18,127.5
2024-03-15,Credit Memo,DOC-001079,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0845,7.25,-3.0,,-22.02,1.96
2022-01-05,Credit Memo,DOC-001080,USER-11,CUSTOMER-193,15: Auto-Service Centers,,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0983,261.61,-1.0,,-295.24,176.84
2022-01-13,Credit Memo,DOC-001081,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0983,254.18,-1.0,,-244.46,225.4
2022-01-13,Credit Memo,DOC-001082,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0983,309.39,-1.0,,-301.62,181.5
2022-02-18,Credit Memo,DOC-001083,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0983,310.32,-1.0,,-290.85,168.01
2023-01-11,Credit Memo,DOC-001084,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0983,303.67,-1.0,,-236.53,183.24
2022-06-09,Credit Memo,DOC-001085,USER-14,CUSTOMER-229,15: Auto-Service Centers,BC,,,,CREP,Canada,Automotive Parts,Service Equipment : PM Equipment,Assembly/Bill of Materials,SKU-0205,225.83,-1.0,,-187.76,50.73
2022-12-02,Credit Memo,DOC-001086,USER-14,CUSTOMER-229,15: Auto-Service Centers,BC,,,,CREP,Canada,Automotive Parts,Service Equipment : PM Equipment,Assembly/Bill of Materials,SKU-0205,212.02,-1.0,,-195.53,52.91
2025-01-15,Credit Memo,DOC-001087,USER-11,CUSTOMER-174,10: Auto-Wholesale,CA,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Combustion Leak Tester,Assembly/Bill of Materials,SKU-0458,48.02,-14.0,,-596.82,26.57
2023-11-22,Credit Memo,DOC-001088,USER-14,CUSTOMER-335,10: Auto-Wholesale,QC,,,,CREP,Canada,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories",Assembly/Bill of Materials,SKU-0929,232.88,-1.0,,-191.09,124.98
2022-07-25,Credit Memo,DOC-001089,USER-14,CUSTOMER-040,05: Auto Sales Reps,AB,,,,CREP,Canada,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0818,1518.27,-1.0,,-1393.07,348.17
2022-08-02,Credit Memo,DOC-001090,USER-14,CUSTOMER-237,15: Auto-Service Centers,ON,,,,CREP,Canada,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0818,1507.2,-1.0,,-1309.33,289.9
2022-09-21,Credit Memo,DOC-001091,USER-14,CUSTOMER-237,15: Auto-Service Centers,ON,,,,CREP,Canada,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0818,1408.14,-1.0,,-1340.72,345.6
2022-10-04,Credit Memo,DOC-001092,USER-14,CUSTOMER-040,05: Auto Sales Reps,MB,,CA-UPS® Standard,Domestic Standard Ground,CREP,Canada,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0818,1593.5,-1.0,,-1420.08,304.01
2023-01-05,Credit Memo,DOC-001093,USER-14,CUSTOMER-237,15: Auto-Service Centers,ON,,,,CREP,Canada,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0818,1430.63,-1.0,,-1673.74,309.88
2023-04-10,Credit Memo,DOC-001094,USER-14,CUSTOMER-017,15: Auto-Service Centers,AB,,,,CREP,Canada,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0818,1416.19,-1.0,,-1539.35,358.73
2024-02-28,Credit Memo,DOC-001095,USER-14,CUSTOMER-017,15: Auto-Service Centers,AB,,,,CREP,Canada,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0818,1566.53,-1.0,,-1492.56,354.49
2024-03-04,Credit Memo,DOC-001096,USER-11,CUSTOMER-174,10: Auto-Wholesale,CA,,,,HREP,,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories",Assembly/Bill of Materials,SKU-0916,136.67,-1.0,,-147.29,129.49
2022-03-10,Credit Memo,DOC-001097,USER-11,CUSTOMER-301,11: Auto-Mobile,NJ,,UPS Ground,Domestic Standard Ground,HFLD,,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Assembly/Bill of Materials,SKU-1074,15.81,-1.0,,-17.49,10.15
2022-06-10,Credit Memo,DOC-001098,USER-11,CUSTOMER-302,11: Auto-Mobile,IL,,,,HREP,,Automotive Service Equipment,Service Equipment : Airlift,Inventory Item,SKU-0591,6.02,-7.0,,-34.24,2.18
2022-05-04,Credit Memo,DOC-001099,USER-14,CUSTOMER-235,10: Auto-Wholesale,ON,,,,CREP,Canada,Automotive Parts,RM : RM,Inventory Item,SKU-0112,13.75,-1.0,,-11.38,15.06
2022-05-04,Credit Memo,DOC-001100,USER-14,CUSTOMER-235,10: Auto-Wholesale,ON,,,,CREP,Canada,Automotive Diagnostic Tools,Diagnostic Tools : Combustion Leak Tester,Assembly/Bill of Materials,SKU-0214,47.19,-1.0,,-48.06,31.14
2025-04-02,Credit Memo,DOC-001101,USER-14,CUSTOMER-335,10: Auto-Wholesale,QC,,,,CREP,Canada,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0387,76.7,-4.0,,-370.79,28.77
2024-09-24,Credit Memo,DOC-001102,USER-14,CUSTOMER-244,10: Auto-Wholesale,ON,,,,CSTK,Canada,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0359,141.77,-1.0,,-147.38,77.86
2024-08-12,Credit Memo,DOC-001103,USER-14,CUSTOMER-147,10: Auto-Wholesale,QC,,,,CREP,Canada,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories : Couplers",Assembly/Bill of Materials,SKU-0965,23.73,-2.0,,-42.11,5.85
2022-03-03,Credit Memo,DOC-001104,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Automotive Parts,Service Equipment : PM Equipment,Assembly/Bill of Materials,SKU-0206,178.47,-1.0,,-164.74,97.19
2022-03-07,Credit Memo,DOC-001105,USER-11,CUSTOMER-257,15: Auto-Service Centers,PA,,UPS Next Day Air®,Domestic Expedited Air,HSTK,,Automotive Parts,Service Equipment : PM Equipment,Assembly/Bill of Materials,SKU-0206,144.41,-1.0,,-184.84,122.81
2022-04-05,Credit Memo,DOC-001106,USER-11,CUSTOMER-069,15: Auto-Service Centers,TN,,,,HREP,,Automotive Parts,Service Equipment : PM Equipment,Assembly/Bill of Materials,SKU-0206,175.32,-1.0,,-152.96,118.65
2022-10-13,Credit Memo,DOC-001107,USER-14,CUSTOMER-312,11: Auto-Mobile,ON,,CA-UPS® Standard,Domestic Standard Ground,CSTK,Canada,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics : Adapters,Assembly/Bill of Materials,SKU-1068,56.63,-1.0,,-64.4,16.39
2022-07-26,Credit Memo,DOC-001108,USER-14,CUSTOMER-190,15: Auto-Service Centers,ON,,,,CREP,Canada,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0844,347.78,-1.0,,-357.52,74.63
2022-07-27,Credit Memo,DOC-001109,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Automotive Parts,Service Equipment : PM Equipment,Inventory Item,SKU-0028,8.79,-6.0,,-48.88,6.54
2022-02-04,Credit Memo,DOC-001110,USER-14,CUSTOMER-229,15: Auto-Service Centers,BC,,,,CREP,Canada,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Inventory Item,SKU-0082,37.31,-1.0,,-43.94,14.85
2023-12-06,Credit Memo,DOC-001111,USER-11,CUSTOMER-174,10: Auto-Wholesale,CA,,,,HREP,,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories",Assembly/Bill of Materials,SKU-0918,125.73,-1.0,,-149.93,121.47
2024-01-31,Credit Memo,DOC-001112,USER-14,CUSTOMER-335,10: Auto-Wholesale,QC,,,,CREP,Canada,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0356,64.0,-2.0,,-119.31,15.6
2024-03-15,Credit Memo,DOC-001113,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0737,12.85,-4.0,,-48.84,8.53
2024-08-13,Credit Memo,DOC-001114,USER-11,CUSTOMER-286,10: Auto-Wholesale,IL,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0392,49.83,-1.0,,-48.22,10.57
2022-02-11,Credit Memo,DOC-001115,USER-14,CUSTOMER-335,10: Auto-Wholesale,,,,,CREP,Canada,Automotive Diagnostic Tools,Diagnostic Tools,Assembly/Bill of Materials,SKU-0951,257.46,-1.0,,-217.0,128.36
2022-05-24,Credit Memo,DOC-001116,USER-14,CUSTOMER-357,10: Auto-Wholesale,SK,,,,CREP,Canada,Automotive Parts,RRR,Assembly/Bill of Materials,SKU-0856,857.7,-1.0,,-1127.93,127.72
2022-07-08,Credit Memo,DOC-001117,USER-14,CUSTOMER-237,15: Auto-Service Centers,ON,,,,CREP,Canada,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0856,877.89,-1.0,,-944.9,141.88
2022-08-08,Credit Memo,DOC-001118,USER-14,CUSTOMER-037,15: Auto-Service Centers,ON,,CA - UPS Expedited,Domestic Expedited Air,CREP,Canada,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0856,1070.75,-1.0,,-984.16,108.56
2023-01-04,Credit Memo,DOC-001119,USER-14,CUSTOMER-037,15: Auto-Service Centers,ON,,,,CREP,Canada,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0856,917.08,-1.0,,-977.32,125.18
2023-01-17,Credit Memo,DOC-001120,USER-14,CUSTOMER-237,15: Auto-Service Centers,ON,,,,CREP,Canada,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0856,1098.56,-1.0,,-965.25,130.8
2023-08-10,Credit Memo,DOC-001121,USER-14,CUSTOMER-201,20: TerraClean,QC,,CA-UPS® Standard,Domestic Standard Ground,CREP,Canada,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0856,1033.14,-1.0,,-1086.97,128.59
2022-07-20,Credit Memo,DOC-001122,USER-11,CUSTOMER-301,11: Auto-Mobile,NJ,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights : Injection/Kits/UV Lights Service Parts,Inventory Item,SKU-0542,4.14,-5.0,,-21.02,6.19
2022-02-14,Credit Memo,DOC-001123,USER-14,CUSTOMER-149,10: Auto-Wholesale,ON,,Carrier TBD,,CSTK,Canada,Automotive Diagnostic Tools,Diagnostic Tools,Assembly/Bill of Materials,SKU-0951,239.53,-1.0,,-222.22,128.13
2022-12-07,Credit Memo,DOC-001124,USER-11,CUSTOMER-258,12: Auto-Open,NC,,UPS Ground,Domestic Standard Ground,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0348,52.07,-1.0,,-59.72,50.36
2024-10-03,Credit Memo,DOC-001125,USER-11,CUSTOMER-319,10: Auto-Wholesale,,,,,HREP,,HVAC Diagnostic Tools,Instruments : Measurement & Test,Assembly/Bill of Materials,SKU-1034,164.74,-1.0,,-186.38,58.32
2022-09-20,Credit Memo,DOC-001126,USER-14,CUSTOMER-237,15: Auto-Service Centers,ON,,,,CREP,Canada,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0818,1421.92,-1.0,,-1445.86,348.05
2022-06-17,Credit Memo,DOC-001127,USER-11,CUSTOMER-224,13: Auto-OEM,NC,,UPS Ground,Domestic Standard Ground,HFLD,,Automotive Parts,RRR : RRR Replacement Part,Assembly/Bill of Materials,SKU-0757,41.78,-5.0,,-237.67,19.21
2023-02-22,Credit Memo,DOC-001128,USER-11,CUSTOMER-130,15: Auto-Service Centers,CA,,,,HREP,,Automotive Parts,Service Equipment : PM Equipment,Inventory Item,SKU-0659,64.85,-1.0,,-68.28,56.81
2023-10-20,Credit Memo,DOC-001129,USER-11,CUSTOMER-116,15: Auto-Service Centers,CA,,UPS Ground,Domestic Standard Ground,HREP,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0861,904.42,-2.0,,-1651.13,385.1
2024-03-18,Credit Memo,DOC-001130,USER-11,CUSTOMER-338,10: Auto-Wholesale,AZ,,,,HREP,,HVAC Diagnostic Tools,Instruments : Measurement & Test,Inventory Item,SKU-1017,68.29,-1.0,,-65.94,44.43
2022-10-05,Credit Memo,DOC-001131,USER-11,CUSTOMER-258,12: Auto-Open,AZ,,UPS Ground,Domestic Standard Ground,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0348,60.84,-1.0,,-60.19,44.27
2023-04-04,Credit Memo,DOC-001132,USER-11,CUSTOMER-026,10: Auto-Wholesale,MI,,,,HSTK,,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0348,53.17,-1.0,,-49.06,43.19
2022-11-29,Credit Memo,DOC-001133,USER-11,CUSTOMER-215,10: Auto-Wholesale,MS,,,,HSTK,,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0348,46.48,-1.0,,-54.65,47.63
2023-03-07,Credit Memo,DOC-001134,USER-14,CUSTOMER-060,10: Auto-Wholesale,AB,,CA-UPS® Standard,Domestic Standard Ground,CREP,Canada,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0818,1431.51,-1.0,,-1252.21,363.57
2022-03-24,Credit Memo,DOC-001135,USER-11,CUSTOMER-275,15: Auto-Service Centers,,,,,HREP,,Automotive Parts,RRR,Assembly/Bill of Materials,SKU-0877,167.37,-1.0,,-153.0,70.7
2022-09-02,Credit Memo,DOC-001136,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Automotive Parts,RRR,Assembly/Bill of Materials,SKU-0877,138.45,-1.0,,-128.58,85.6
2024-04-24,Credit Memo,DOC-001137,USER-11,CUSTOMER-339,10: Auto-Wholesale,TX,,Fedex (Customer's Account),,HFLD,,HVAC Diagnostic Tools,Instruments : Measurement & Test,Assembly/Bill of Materials,SKU-0951,195.2,-1.0,,-211.38,139.83
2024-03-04,Credit Memo,DOC-001138,USER-11,CUSTOMER-174,10: Auto-Wholesale,CA,,,,HREP,,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories",Assembly/Bill of Materials,SKU-0918,113.62,-1.0,,-113.44,137.97
